epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,1130.18,0.56346,0.24339,0.05088,0.38479,0.85292,0.92905,0.9291,0.9572,0.80029,0.93945,0.93843,0.96744,0.91301,0.69558,0.27396,0.41639,0.514,0.94335,0.0005084,0.0005084,0.0005084
115,1140,0.58701,0.24106,0.05518,0.39048,0.8591,0.90664,0.92404,0.95113,0.79523,0.92128,0.93893,0.9664,0.9124,0.68829,0.25068,0.44552,0.53261,0.9373,0.0004952,0.0004952,0.0004952
116,1149.93,0.56051,0.21139,0.04723,0.38433,0.85723,0.92303,0.9173,0.95473,0.80444,0.93287,0.93097,0.96898,0.92098,0.68092,0.23049,0.4392,0.56319,0.93127,0.000482,0.000482,0.000482
117,1159.8,0.56078,0.21423,0.05079,0.38046,0.8545,0.94696,0.90858,0.95687,0.80811,0.95152,0.91978,0.96845,0.92024,0.6871,0.2348,0.4056,0.58861,0.92741,0.0004688,0.0004688,0.0004688
118,1169.86,0.57185,0.22937,0.05698,0.39501,0.86368,0.91284,0.93787,0.95682,0.80732,0.93513,0.94125,0.97133,0.92007,0.68591,0.2358,0.43826,0.53113,0.92838,0.0004556,0.0004556,0.0004556
119,1179.41,0.55332,0.2377,0.0544,0.3833,0.85147,0.92531,0.91791,0.95809,0.80449,0.93848,0.93097,0.9706,0.92142,0.68975,0.2416,0.44223,0.49681,0.93663,0.0004424,0.0004424,0.0004424
120,1189.06,0.55232,0.21658,0.0614,0.38439,0.85348,0.93758,0.92484,0.95834,0.81105,0.95618,0.93644,0.97227,0.92334,0.67491,0.23815,0.45092,0.49208,0.93369,0.0004292,0.0004292,0.0004292
121,1199.36,0.5464,0.25964,0.0617,0.37658,0.84799,0.92145,0.94103,0.95831,0.80819,0.93241,0.95223,0.97046,0.9228,0.6794,0.23594,0.45725,0.5384,0.93606,0.000416,0.000416,0.000416
122,1209.21,0.54527,0.24937,0.06179,0.38025,0.85169,0.9357,0.93284,0.96232,0.81532,0.95067,0.94776,0.97459,0.93159,0.6748,0.22749,0.43883,0.499,0.93215,0.0004028,0.0004028,0.0004028
123,1219.66,0.55658,0.21256,0.05021,0.38134,0.8542,0.91761,0.92724,0.95913,0.80997,0.92459,0.94963,0.97125,0.92418,0.67476,0.2319,0.43828,0.51918,0.93223,0.0003896,0.0003896,0.0003896
124,1229.84,0.55312,0.19695,0.04496,0.38551,0.85169,0.92164,0.91604,0.95813,0.81199,0.9355,0.9347,0.96749,0.92035,0.68359,0.23053,0.43317,0.50227,0.93623,0.0003764,0.0003764,0.0003764
125,1240.08,0.54833,0.23231,0.05678,0.37674,0.84637,0.92195,0.91791,0.95375,0.80254,0.93319,0.9291,0.96758,0.91952,0.68052,0.24044,0.45203,0.50305,0.93318,0.0003632,0.0003632,0.0003632
126,1250.05,0.54036,0.20811,0.04761,0.37218,0.8433,0.91751,0.93382,0.95781,0.81693,0.9285,0.94494,0.96849,0.92081,0.66846,0.24209,0.42832,0.48939,0.93206,0.00035,0.00035,0.00035
127,1260.24,0.52295,0.21488,0.04486,0.36202,0.84675,0.92663,0.91891,0.9543,0.80767,0.9398,0.93197,0.96681,0.91587,0.67119,0.25167,0.42211,0.51936,0.93024,0.0003368,0.0003368,0.0003368
128,1269.87,0.53734,0.23076,0.04841,0.37157,0.83825,0.92351,0.92355,0.95825,0.81336,0.93657,0.93661,0.96876,0.92304,0.67448,0.23153,0.45061,0.50564,0.93186,0.0003236,0.0003236,0.0003236
129,1279.46,0.5313,0.24077,0.05481,0.38058,0.84154,0.91504,0.9291,0.95496,0.80793,0.92634,0.9403,0.96811,0.92155,0.68091,0.23087,0.47304,0.51824,0.93376,0.0003104,0.0003104,0.0003104
130,1289.4,0.52685,0.24447,0.05769,0.36018,0.84758,0.92223,0.90713,0.95085,0.7996,0.93551,0.92019,0.96387,0.91489,0.67711,0.25217,0.46631,0.5535,0.94052,0.0002972,0.0002972,0.0002972
131,1299.41,0.51252,0.21893,0.05278,0.35231,0.8451,0.91639,0.92164,0.95792,0.80752,0.93245,0.93284,0.96906,0.92151,0.66899,0.24361,0.45029,0.51695,0.93477,0.000284,0.000284,0.000284
132,1309.13,0.51503,0.20892,0.04517,0.36432,0.8391,0.94807,0.92724,0.96266,0.81646,0.95951,0.93843,0.97226,0.92532,0.67594,0.24108,0.43538,0.52024,0.93148,0.0002708,0.0002708,0.0002708
133,1318.92,0.51883,0.19352,0.05323,0.36782,0.84133,0.9184,0.92724,0.95587,0.81042,0.93132,0.93606,0.96814,0.9162,0.66709,0.24317,0.43761,0.50216,0.92856,0.0002576,0.0002576,0.0002576
134,1329.11,0.50756,0.21467,0.04366,0.35654,0.83836,0.92214,0.93097,0.95763,0.80983,0.94838,0.92724,0.96984,0.92141,0.67477,0.23259,0.45087,0.51941,0.93149,0.0002444,0.0002444,0.0002444
135,1339.07,0.52237,0.19329,0.04492,0.36551,0.83844,0.92831,0.93097,0.95873,0.80859,0.94133,0.94403,0.97061,0.92092,0.67124,0.23776,0.46145,0.49654,0.92625,0.0002312,0.0002312,0.0002312
136,1348.8,0.51788,0.21522,0.04703,0.35495,0.8341,0.93172,0.92164,0.96117,0.82265,0.94558,0.94011,0.97272,0.9241,0.65387,0.24164,0.47216,0.50138,0.92347,0.000218,0.000218,0.000218
137,1358.86,0.51648,0.19617,0.04155,0.36369,0.84017,0.92146,0.94127,0.96199,0.81867,0.93425,0.95433,0.97314,0.92422,0.66681,0.23882,0.46489,0.49349,0.92811,0.0002048,0.0002048,0.0002048
138,1368.88,0.50214,0.19524,0.04845,0.3564,0.84643,0.92254,0.9347,0.96233,0.82066,0.93543,0.94776,0.97339,0.9235,0.65533,0.23123,0.4804,0.48963,0.92547,0.0001916,0.0001916,0.0001916
139,1378.33,0.49334,0.21216,0.04949,0.35532,0.83234,0.91572,0.93843,0.96213,0.81873,0.93551,0.94216,0.97311,0.92678,0.67235,0.23665,0.47878,0.50089,0.93333,0.0001784,0.0001784,0.0001784
140,1387.84,0.48754,0.19667,0.04564,0.35009,0.83603,0.93394,0.9291,0.96232,0.8201,0.94701,0.94216,0.97353,0.92734,0.65295,0.22826,0.48165,0.46382,0.92242,0.0001652,0.0001652,0.0001652
141,1399.2,0.48001,0.18445,0.01895,0.33486,0.84229,0.92957,0.92724,0.96257,0.81991,0.94267,0.9403,0.97268,0.92456,0.66146,0.24693,0.48752,0.4744,0.93015,0.000152,0.000152,0.000152
142,1408.26,0.46768,0.16877,0.01065,0.3257,0.83514,0.91842,0.9242,0.95856,0.80669,0.93325,0.93903,0.97123,0.92326,0.67661,0.2397,0.51442,0.4938,0.93895,0.0001388,0.0001388,0.0001388
143,1417.75,0.46838,0.17643,0.01578,0.32994,0.83896,0.92845,0.91991,0.95869,0.81591,0.94163,0.93297,0.97078,0.92257,0.65366,0.236,0.51135,0.4846,0.92907,0.0001256,0.0001256,0.0001256
144,1427.68,0.46415,0.16399,0.00767,0.33153,0.83014,0.92686,0.91978,0.95689,0.81118,0.94002,0.93284,0.96886,0.92063,0.66158,0.24268,0.50968,0.49026,0.93026,0.0001124,0.0001124,0.0001124
145,1437.61,0.45996,0.16983,0.01421,0.32705,0.83329,0.92849,0.92351,0.96019,0.81571,0.94162,0.93657,0.97087,0.92334,0.65757,0.23446,0.50576,0.46652,0.92931,9.92e-05,9.92e-05,9.92e-05
146,1447.32,0.45818,0.16961,0.0059,0.32301,0.83193,0.92882,0.92514,0.95872,0.81542,0.94023,0.93843,0.97107,0.92227,0.66109,0.23711,0.50885,0.47012,0.92934,8.6e-05,8.6e-05,8.6e-05
147,1457.34,0.4536,0.16772,0.01273,0.32328,0.82366,0.92605,0.91978,0.95794,0.81416,0.93919,0.93284,0.97086,0.92096,0.65372,0.2432,0.51487,0.47802,0.9308,7.28e-05,7.28e-05,7.28e-05
148,1467.13,0.43546,0.17379,0.01036,0.32335,0.8248,0.93381,0.91791,0.95809,0.8193,0.9471,0.93097,0.9705,0.92176,0.64601,0.23994,0.51611,0.478,0.92499,5.96e-05,5.96e-05,5.96e-05
149,1476.88,0.44404,0.16785,0.01897,0.32152,0.82497,0.93247,0.91791,0.95795,0.81728,0.94576,0.93097,0.97087,0.9219,0.65497,0.23928,0.51308,0.48355,0.92838,4.64e-05,4.64e-05,4.64e-05
150,1486.58,0.44344,0.16834,0.00958,0.32334,0.8273,0.93356,0.92164,0.95844,0.81562,0.94688,0.9347,0.97153,0.91967,0.65423,0.24475,0.51466,0.48327,0.9283,3.32e-05,3.32e-05,3.32e-05
