epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,106.655,1.03905,0.56518,0.10024,0.738,1.02029,0.87151,0.83516,0.86183,0.59433,0.90411,0.88619,0.90972,0.80071,1.27863,0.49177,0.22955,1.1129,1.22576,0.001208,0.001208,0.001208
12,115.904,1.0046,0.54253,0.10437,0.69814,1.0134,0.91208,0.82649,0.91242,0.69263,0.93377,0.83769,0.93245,0.86556,1.00327,0.3314,0.27271,1.11861,1.06755,0.0011288,0.0011288,0.0011288
13,125.864,1.00979,0.58226,0.11499,0.67049,1.01447,0.93776,0.83955,0.9275,0.71137,0.9487,0.84701,0.94583,0.87903,0.92143,0.30196,0.2417,1.02655,1.03316,0.0010496,0.0010496,0.0010496
14,135.575,0.96087,0.52032,0.09371,0.67991,0.98836,0.92027,0.86194,0.92268,0.68401,0.9354,0.87127,0.95504,0.86811,1.00007,0.34746,0.24614,0.89895,1.068,0.0009704,0.0009704,0.0009704
15,144.441,0.97203,0.46297,0.10657,0.65062,0.99488,0.9336,0.89193,0.94429,0.73897,0.9457,0.9098,0.96436,0.89428,0.95598,0.29091,0.24534,0.77132,1.03364,0.0008912,0.0008912,0.0008912
16,155.6,0.94733,0.44986,0.04425,0.61362,1.02371,0.93621,0.8762,0.91632,0.6972,0.94817,0.89179,0.93682,0.86261,0.91305,0.31,0.2796,0.74348,1.0217,0.000812,0.000812,0.000812
17,164.336,0.89867,0.39889,0.02146,0.59217,1.0058,0.9342,0.89739,0.92594,0.69729,0.94586,0.90858,0.94529,0.88372,0.93621,0.28308,0.287,0.8667,1.03829,0.0007328,0.0007328,0.0007328
18,173.11,0.87787,0.41071,0.02762,0.56872,0.99269,0.93903,0.91946,0.94252,0.73194,0.94689,0.93135,0.96216,0.89694,0.84094,0.26976,0.3162,0.78795,0.99994,0.0006536,0.0006536,0.0006536
19,181.914,0.84731,0.38581,0.02717,0.55025,0.98966,0.93119,0.90895,0.93427,0.73595,0.92879,0.9247,0.95469,0.88932,0.81567,0.25842,0.33354,0.6877,0.97807,0.0005744,0.0005744,0.0005744
20,190.824,0.85642,0.37763,0.02398,0.52971,0.97452,0.95059,0.93284,0.9443,0.73633,0.95852,0.94963,0.95991,0.90352,0.80816,0.24114,0.31192,0.62341,0.97273,0.0004952,0.0004952,0.0004952
21,200.063,0.81321,0.38105,0.03608,0.5027,0.96479,0.93935,0.90112,0.93665,0.74756,0.95102,0.91231,0.9516,0.8962,0.79948,0.25797,0.30423,0.64358,0.97399,0.000416,0.000416,0.000416
22,209.167,0.77155,0.32979,0.02777,0.49277,0.95682,0.93906,0.91991,0.94611,0.75982,0.9543,0.935,0.96157,0.90787,0.76119,0.24209,0.30247,0.6198,0.96312,0.0003368,0.0003368,0.0003368
23,218.398,0.73619,0.32954,0.02182,0.47135,0.93994,0.94574,0.90858,0.94855,0.77888,0.95789,0.91978,0.96431,0.911,0.73098,0.23491,0.33359,0.57491,0.94786,0.0002576,0.0002576,0.0002576
24,227.631,0.7502,0.31886,0.02253,0.47461,0.94334,0.93455,0.93241,0.94819,0.77142,0.94599,0.94764,0.9629,0.91121,0.74587,0.23983,0.3339,0.56354,0.95249,0.0001784,0.0001784,0.0001784
25,236.291,0.72358,0.32932,0.02205,0.45552,0.92944,0.93495,0.92537,0.94795,0.78279,0.94727,0.93848,0.96285,0.91574,0.7192,0.22741,0.33947,0.54294,0.94021,9.92e-05,9.92e-05,9.92e-05
