epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1001.04,1.4146,1.35676,1.13965,0.85128,0.7282,0.83812,0.52807,1.29921,1.11856,1.26192,0.0671146,0.000332176,0.000332176
2,1996.96,1.2462,0.77734,1.07302,0.88393,0.8599,0.93366,0.6168,1.19519,0.75931,1.16848,0.033895,0.000445891,0.000445891
