epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,136.788,0.95507,0.54053,0.09103,0.67576,0.98836,0.84966,0.88619,0.90301,0.64777,0.8709,0.90672,0.93385,0.85365,1.09469,0.40183,0.25621,0.93068,1.12719,0.0009704,0.0009704,0.0009704
15,145.478,0.9684,0.48368,0.10562,0.64955,0.99398,0.9323,0.89927,0.94474,0.70467,0.941,0.92724,0.96638,0.90447,1.04635,0.29715,0.23985,0.73625,1.07878,0.0008912,0.0008912,0.0008912
16,156.23,0.93462,0.46098,0.04349,0.61536,1.01671,0.93973,0.90178,0.94248,0.73713,0.95131,0.91126,0.9636,0.89928,0.90834,0.29761,0.25107,0.73592,1.01674,0.000812,0.000812,0.000812
17,166.065,0.90931,0.41512,0.02126,0.58501,1.00758,0.9337,0.91962,0.95075,0.73229,0.94886,0.93455,0.97127,0.91711,0.90712,0.27531,0.28883,0.77124,1.0178,0.0007328,0.0007328,0.0007328
18,175.223,0.88441,0.41175,0.02752,0.55904,0.99237,0.94039,0.90485,0.94968,0.74135,0.95329,0.91392,0.96749,0.90878,0.8708,0.27543,0.25555,0.92567,0.99623,0.0006536,0.0006536,0.0006536
19,184.454,0.83931,0.39708,0.02609,0.55252,0.97907,0.94784,0.91531,0.9572,0.7632,0.95944,0.92669,0.97098,0.91317,0.85287,0.27617,0.30136,0.59897,0.98145,0.0005744,0.0005744,0.0005744
20,193.607,0.84316,0.38737,0.0234,0.53321,0.96788,0.93934,0.9245,0.94511,0.7573,0.95069,0.93525,0.96092,0.90074,0.82292,0.27633,0.3107,0.64096,0.98081,0.0004952,0.0004952,0.0004952
21,202.306,0.79393,0.38387,0.03165,0.50576,0.95864,0.93993,0.93415,0.95793,0.77994,0.9512,0.94776,0.97451,0.9187,0.79644,0.25186,0.30119,0.60547,0.9586,0.000416,0.000416,0.000416
22,211.46,0.77628,0.32776,0.02653,0.48821,0.95445,0.93935,0.93843,0.9511,0.76724,0.95494,0.95336,0.96492,0.91244,0.78313,0.25373,0.31467,0.61252,0.96891,0.0003368,0.0003368,0.0003368
23,220.014,0.74892,0.3352,0.02047,0.4765,0.93985,0.93427,0.92537,0.95747,0.78731,0.94569,0.93657,0.97272,0.92337,0.74312,0.24543,0.32623,0.57805,0.94558,0.0002576,0.0002576,0.0002576
24,229.63,0.75527,0.31956,0.01925,0.4743,0.94456,0.93656,0.9347,0.95665,0.77981,0.94902,0.9459,0.97049,0.9184,0.75329,0.25619,0.33755,0.55268,0.94901,0.0001784,0.0001784,0.0001784
25,238.716,0.71599,0.33266,0.02055,0.45801,0.92292,0.93615,0.9403,0.96064,0.79218,0.9473,0.95149,0.97431,0.92429,0.73453,0.24205,0.34283,0.54023,0.94213,9.92e-05,9.92e-05,9.92e-05
