epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,4424.84,0.66758,0.31707,0,0.4565,0.89662,0.96794,0.94084,0.98837,0.8861,0.96201,0.94702,0.98009,0.95276,0.39758,0.21002,0,0.52311,0.69153,0.00090336,0.00090336,0.00090336
123,4448.17,0.66403,0.31942,0,0.44699,0.89784,0.97021,0.94183,0.9891,0.88415,0.96077,0.94983,0.98227,0.9533,0.40472,0.21103,0,0.48981,0.69333,0.000844558,0.000844558,0.000844558
124,4459.03,0.65804,0.34829,0,0.44832,0.89265,0.97025,0.94183,0.98863,0.89173,0.96941,0.9436,0.98302,0.95176,0.39277,0.20876,0,0.46326,0.69102,0.000787582,0.000787582,0.000787582
125,4470.46,0.66245,0.31532,0,0.45266,0.89327,0.97168,0.94114,0.98879,0.89016,0.97018,0.93975,0.98155,0.9531,0.39286,0.20952,0,0.4877,0.69015,0.000732456,0.000732456,0.000732456
126,4481.39,0.65773,0.31284,0,0.45198,0.88954,0.97139,0.94048,0.98886,0.88969,0.96996,0.93909,0.98054,0.95249,0.38566,0.20861,0,0.50285,0.68806,0.000679203,0.000679203,0.000679203
127,4495.59,0.66673,0.3202,0,0.45456,0.89586,0.97213,0.94194,0.98936,0.89141,0.96999,0.94014,0.98124,0.95259,0.38556,0.20881,0,0.51414,0.68846,0.000627848,0.000627848,0.000627848
128,4506.65,0.6476,0.3014,0,0.44374,0.89587,0.96907,0.94183,0.98877,0.89288,0.96819,0.94114,0.98076,0.95314,0.38411,0.20686,0,0.4454,0.68819,0.000578413,0.000578413,0.000578413
129,4517.08,0.65691,0.31424,0,0.44786,0.89963,0.96996,0.94114,0.98886,0.89199,0.96332,0.94571,0.98055,0.95239,0.39067,0.20821,0,0.42416,0.68903,0.00053092,0.00053092,0.00053092
130,4528.64,0.67049,0.31205,0,0.46443,0.90087,0.97045,0.94183,0.98888,0.89358,0.96747,0.94737,0.98173,0.95236,0.38362,0.20739,0,0.42122,0.68842,0.000485389,0.000485389,0.000485389
131,4539.99,0.662,0.31559,0,0.45121,0.90126,0.97057,0.94183,0.98858,0.89421,0.96735,0.94394,0.98072,0.95323,0.38445,0.20708,0,0.43158,0.68912,0.00044184,0.00044184,0.00044184
132,4554.13,0.66293,0.31149,0,0.46194,0.88852,0.97074,0.94215,0.98912,0.89389,0.9674,0.94518,0.98079,0.95187,0.38466,0.20746,0,0.41334,0.68869,0.000400294,0.000400294,0.000400294
133,4565.36,0.66621,0.32505,0,0.44804,0.89527,0.97206,0.94321,0.98953,0.89416,0.96744,0.94665,0.9808,0.95202,0.38058,0.20752,0,0.42901,0.68721,0.000360766,0.000360766,0.000360766
134,4576.93,0.64963,0.30383,0,0.43555,0.89078,0.96791,0.94737,0.98936,0.89496,0.96815,0.94735,0.98215,0.9536,0.37878,0.20673,0,0.41872,0.68772,0.000323276,0.000323276,0.000323276
135,4588.19,0.66239,0.30653,0,0.45492,0.89771,0.96882,0.94668,0.98965,0.89571,0.96878,0.94568,0.9822,0.95317,0.38172,0.20749,0,0.41259,0.68825,0.00028784,0.00028784,0.00028784
136,4599.22,0.63398,0.31949,0,0.43616,0.8795,0.97139,0.94183,0.98918,0.89384,0.96808,0.94668,0.9821,0.95263,0.38155,0.20652,0,0.42634,0.68774,0.000254473,0.000254473,0.000254473
137,4623.11,0.65066,0.3248,0,0.43803,0.89332,0.97141,0.94116,0.98944,0.89484,0.97069,0.94047,0.98239,0.9538,0.38089,0.20677,0,0.44052,0.68759,0.000223189,0.000223189,0.000223189
138,4633.91,0.65852,0.31855,0,0.44493,0.89932,0.97006,0.94233,0.98921,0.89649,0.97007,0.94263,0.9823,0.9541,0.38279,0.20621,0,0.43019,0.6879,0.000194003,0.000194003,0.000194003
139,4644.97,0.64797,0.32429,0,0.44498,0.89032,0.97006,0.94233,0.989,0.89504,0.9693,0.94321,0.98107,0.95325,0.3826,0.20694,0,0.43251,0.68795,0.000166927,0.000166927,0.000166927
140,4713.12,0.6433,0.29539,0,0.43294,0.88211,0.97008,0.94315,0.98903,0.89833,0.96942,0.94387,0.98235,0.95466,0.37844,0.20603,0,0.42456,0.68678,0.000141973,0.000141973,0.000141973
141,4815.16,0.56484,0.24774,0,0.39319,0.86917,0.97137,0.94044,0.98788,0.88349,0.96809,0.94541,0.97925,0.95005,0.39287,0.20752,0,0.45518,0.68971,0.000119153,0.000119153,0.000119153
142,4915.14,0.5578,0.22563,0,0.38047,0.88193,0.97209,0.9406,0.98834,0.88686,0.96871,0.94343,0.97925,0.9505,0.39095,0.20815,0,0.44877,0.68942,9.84752e-05,9.84752e-05,9.84752e-05
143,5016.16,0.54298,0.23124,0,0.37533,0.86275,0.97165,0.93975,0.98812,0.88949,0.96808,0.94522,0.97988,0.95154,0.38984,0.20794,0,0.45323,0.68915,7.99498e-05,7.99498e-05,7.99498e-05
144,5054.97,0.54835,0.2439,0,0.38021,0.86362,0.97206,0.93964,0.98834,0.88729,0.96923,0.94183,0.98017,0.95229,0.39115,0.20769,0,0.45203,0.68943,6.35847e-05,6.35847e-05,6.35847e-05
145,5066.52,0.54134,0.24428,0,0.38084,0.86659,0.97004,0.9417,0.98834,0.88857,0.96936,0.9421,0.98039,0.9526,0.38905,0.20729,0,0.45043,0.68895,4.93871e-05,4.93871e-05,4.93871e-05
146,5077.38,0.5469,0.2401,0,0.37431,0.86812,0.97004,0.94168,0.98837,0.88885,0.96938,0.94263,0.9805,0.9526,0.38779,0.20717,0,0.4475,0.68866,3.73631e-05,3.73631e-05,3.73631e-05
147,5087.84,0.54849,0.25265,0,0.37817,0.8659,0.97193,0.93975,0.98841,0.88821,0.96937,0.94243,0.98045,0.95265,0.38909,0.20722,0,0.44621,0.689,2.75182e-05,2.75182e-05,2.75182e-05
148,5110.66,0.55307,0.2622,0,0.38175,0.86681,0.97185,0.93975,0.98851,0.88906,0.96908,0.94252,0.98057,0.95322,0.38845,0.20719,0,0.45162,0.68892,1.98565e-05,1.98565e-05,1.98565e-05
149,5120.85,0.54785,0.23661,0,0.3754,0.8645,0.97165,0.93975,0.98851,0.8905,0.96936,0.94223,0.98055,0.95311,0.38654,0.20701,0,0.45415,0.68861,1.43815e-05,1.43815e-05,1.43815e-05
150,5131.2,0.54643,0.26241,0,0.37294,0.86578,0.9714,0.93975,0.98849,0.8909,0.96937,0.94228,0.98056,0.95312,0.38706,0.20705,0,0.45334,0.68866,1.10955e-05,1.10955e-05,1.10955e-05
