epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,142.124,0.95873,0.59688,0.12076,0.66485,1.02524,0.91078,0.87608,0.93629,0.72672,0.92428,0.88819,0.95174,0.8788,0.85992,0.33914,0.26246,1.02667,1.03217,0.0010496,0.0010496,0.0010496
14,153.08,0.9526,0.50839,0.09019,0.67471,1.02658,0.8872,0.91978,0.94146,0.71428,0.90661,0.94176,0.96393,0.87949,0.95069,0.33556,0.22355,0.83576,1.09358,0.0009704,0.0009704,0.0009704
15,163.571,0.93804,0.45519,0.10837,0.6389,1.02676,0.8993,0.92351,0.94602,0.74018,0.90734,0.93177,0.96166,0.89687,0.88165,0.29678,0.22296,0.77231,1.03441,0.0008912,0.0008912,0.0008912
16,176.408,0.9229,0.45479,0.04366,0.61382,1.04248,0.92933,0.89179,0.93648,0.71696,0.93926,0.90112,0.9515,0.86842,0.90546,0.35888,0.27744,0.72896,1.06623,0.000812,0.000812,0.000812
17,186.61,0.87909,0.39541,0.02512,0.56968,1.02358,0.92862,0.78731,0.88201,0.65943,0.93322,0.79664,0.90556,0.83528,1.03308,0.39396,0.2697,0.98924,1.13962,0.0007328,0.0007328,0.0007328
18,196.49,0.88678,0.3946,0.02756,0.57172,1.02351,0.93662,0.9347,0.95259,0.71961,0.94748,0.94776,0.96595,0.9071,0.94025,0.27519,0.26433,0.76628,1.05866,0.0006536,0.0006536,0.0006536
19,206.434,0.84127,0.36469,0.02858,0.55808,0.99035,0.9317,0.91616,0.95144,0.7353,0.9412,0.92581,0.96403,0.90675,0.95474,0.27575,0.30778,0.69148,1.07615,0.0005744,0.0005744,0.0005744
20,217.147,0.84049,0.35349,0.02415,0.52909,1.00099,0.93904,0.91964,0.94358,0.74526,0.95237,0.9327,0.95817,0.90718,0.83986,0.26012,0.29945,0.70429,1.01738,0.0004952,0.0004952,0.0004952
21,227.535,0.81609,0.37402,0.03354,0.51372,1.00305,0.93871,0.94288,0.95487,0.76603,0.95099,0.95522,0.96672,0.91096,0.79457,0.25644,0.26838,0.63915,1.00777,0.000416,0.000416,0.000416
22,237.92,0.7632,0.31862,0.02727,0.50127,0.96425,0.94515,0.93843,0.95904,0.7713,0.95497,0.94967,0.97022,0.91803,0.79778,0.25869,0.26669,0.64254,1.00643,0.0003368,0.0003368,0.0003368
23,248.545,0.71881,0.3245,0.02078,0.47229,0.94096,0.94941,0.93284,0.96116,0.78377,0.95701,0.9403,0.97181,0.9202,0.78056,0.24164,0.30562,0.62072,0.98835,0.0002576,0.0002576,0.0002576
24,258.977,0.70847,0.30967,0.02051,0.46387,0.94851,0.9517,0.93284,0.9609,0.78526,0.96122,0.94216,0.97185,0.92318,0.77672,0.25258,0.32246,0.59253,0.98679,0.0001784,0.0001784,0.0001784
25,269.507,0.69107,0.31093,0.0234,0.45257,0.94358,0.94448,0.94403,0.96223,0.79936,0.95567,0.95522,0.97402,0.9205,0.72667,0.23775,0.31577,0.57571,0.9704,9.92e-05,9.92e-05,9.92e-05
