frame_idx,conf,x1,y1,x2,y2,cx,cy
99,0.12989450991153717,1297.2861328125,664.0047607421875,1366.844970703125,714.219482421875,1332.0655517578125,689.1121215820312
100,0.13037091493606567,1297.3575439453125,662.6975708007812,1367.4488525390625,714.2544555664062,1332.4031982421875,688.4760131835938
101,0.17934927344322205,1295.4334716796875,658.5883178710938,1369.0616455078125,714.4459228515625,1332.24755859375,686.5171203613281
102,0.1104307621717453,1295.5914306640625,658.1229858398438,1369.6986083984375,714.5180053710938,1332.64501953125,686.3204956054688
103,nan,nan,nan,nan,nan,nan,nan
104,0.2934208810329437,1295.596923828125,660.7042236328125,1369.733154296875,714.2140502929688,1332.6650390625,687.4591369628906
105,0.22851324081420898,1297.547119140625,657.1484985351562,1367.48681640625,714.4949340820312,1332.5169677734375,685.8217163085938
106,0.38441285490989685,1296.128662109375,671.9627685546875,1368.683837890625,721.455810546875,1332.40625,696.7092895507812
107,0.19132213294506073,1291.5101318359375,648.6893920898438,1364.818603515625,716.5358276367188,1328.1643676757812,682.6126098632812
108,0.13538606464862823,1297.0810546875,670.487060546875,1364.4488525390625,720.7332763671875,1330.7649536132812,695.6101684570312
109,0.5107136368751526,1297.126220703125,669.620849609375,1369.802734375,721.13134765625,1333.4644775390625,695.3760986328125
110,0.2876681387424469,1294.7904052734375,664.1621704101562,1373.4569091796875,720.6187744140625,1334.1236572265625,692.3904724121094
111,0.31942233443260193,1296.4891357421875,669.5244140625,1372.3272705078125,721.1885375976562,1334.408203125,695.3564758300781
112,0.45765742659568787,1298.18115234375,671.0070190429688,1371.941162109375,721.8995361328125,1335.0611572265625,696.4532775878906
113,0.5233323574066162,1298.915771484375,669.6055297851562,1369.65673828125,720.7699584960938,1334.2862548828125,695.187744140625
114,0.4617178440093994,1298.186279296875,667.8286743164062,1370.816162109375,721.3811645507812,1334.501220703125,694.6049194335938
115,0.46673139929771423,1296.997314453125,668.3786010742188,1370.6181640625,721.2904663085938,1333.8077392578125,694.8345336914062
116,0.48371177911758423,1298.7537841796875,670.260009765625,1370.5372314453125,721.3035278320312,1334.6455078125,695.7817687988281
117,0.4370030462741852,1297.42041015625,670.0498657226562,1369.902587890625,721.0618896484375,1333.6614990234375,695.5558776855469
118,0.36275750398635864,1296.631103515625,669.4493408203125,1371.4169921875,721.1574096679688,1334.0240478515625,695.3033752441406
119,0.38087835907936096,1297.10546875,669.8589477539062,1371.3101806640625,721.0819702148438,1334.2078247070312,695.470458984375
120,0.35219526290893555,1296.557373046875,668.937255859375,1371.2025146484375,721.252685546875,1333.8799438476562,695.094970703125
121,0.35818469524383545,1296.7589111328125,668.4107055664062,1371.7308349609375,720.9935913085938,1334.244873046875,694.7021484375
122,0.35587170720100403,1295.921630859375,667.384521484375,1371.8177490234375,721.6258544921875,1333.8696899414062,694.5051879882812
123,0.3623625636100769,1296.47314453125,668.6207885742188,1371.9085693359375,721.5484619140625,1334.1908569335938,695.0846252441406
124,0.36761674284935,1296.6806640625,670.3627319335938,1367.556640625,719.206298828125,1332.11865234375,694.7845153808594
125,nan,nan,nan,nan,nan,nan,nan
126,nan,nan,nan,nan,nan,nan,nan
127,nan,nan,nan,nan,nan,nan,nan
128,nan,nan,nan,nan,nan,nan,nan
129,nan,nan,nan,nan,nan,nan,nan
130,0.11026298999786377,1290.156982421875,652.8468627929688,1338.00439453125,717.4151611328125,1314.0806884765625,685.1310119628906
131,0.18951788544654846,1289.0008544921875,648.24462890625,1335.2041015625,715.0230102539062,1312.1024780273438,681.6338195800781
132,nan,nan,nan,nan,nan,nan,nan
133,nan,nan,nan,nan,nan,nan,nan
134,nan,nan,nan,nan,nan,nan,nan
135,nan,nan,nan,nan,nan,nan,nan
136,nan,nan,nan,nan,nan,nan,nan
137,nan,nan,nan,nan,nan,nan,nan
138,nan,nan,nan,nan,nan,nan,nan
139,nan,nan,nan,nan,nan,nan,nan
140,nan,nan,nan,nan,nan,nan,nan
141,nan,nan,nan,nan,nan,nan,nan
142,nan,nan,nan,nan,nan,nan,nan
143,nan,nan,nan,nan,nan,nan,nan
144,nan,nan,nan,nan,nan,nan,nan
145,nan,nan,nan,nan,nan,nan,nan
146,nan,nan,nan,nan,nan,nan,nan
147,nan,nan,nan,nan,nan,nan,nan
148,nan,nan,nan,nan,nan,nan,nan
149,nan,nan,nan,nan,nan,nan,nan
150,nan,nan,nan,nan,nan,nan,nan
151,nan,nan,nan,nan,nan,nan,nan
152,nan,nan,nan,nan,nan,nan,nan
153,nan,nan,nan,nan,nan,nan,nan
154,nan,nan,nan,nan,nan,nan,nan
155,nan,nan,nan,nan,nan,nan,nan
156,nan,nan,nan,nan,nan,nan,nan
157,nan,nan,nan,nan,nan,nan,nan
158,nan,nan,nan,nan,nan,nan,nan
159,nan,nan,nan,nan,nan,nan,nan
160,nan,nan,nan,nan,nan,nan,nan
161,nan,nan,nan,nan,nan,nan,nan
162,nan,nan,nan,nan,nan,nan,nan
163,nan,nan,nan,nan,nan,nan,nan
164,nan,nan,nan,nan,nan,nan,nan
165,nan,nan,nan,nan,nan,nan,nan
166,nan,nan,nan,nan,nan,nan,nan
167,nan,nan,nan,nan,nan,nan,nan
168,nan,nan,nan,nan,nan,nan,nan
169,nan,nan,nan,nan,nan,nan,nan
170,nan,nan,nan,nan,nan,nan,nan
171,nan,nan,nan,nan,nan,nan,nan
172,nan,nan,nan,nan,nan,nan,nan
173,nan,nan,nan,nan,nan,nan,nan
174,nan,nan,nan,nan,nan,nan,nan
175,nan,nan,nan,nan,nan,nan,nan
176,nan,nan,nan,nan,nan,nan,nan
177,nan,nan,nan,nan,nan,nan,nan
178,nan,nan,nan,nan,nan,nan,nan
179,nan,nan,nan,nan,nan,nan,nan
180,0.12478868663311005,1281.9345703125,634.0650634765625,1357.904541015625,705.0068969726562,1319.9195556640625,669.5359802246094
181,0.10986282676458359,1283.040283203125,634.2974853515625,1359.08544921875,705.3261108398438,1321.0628662109375,669.8117980957031
182,0.1848805993795395,1281.607666015625,633.1743774414062,1359.446533203125,704.2493896484375,1320.527099609375,668.7118835449219
183,0.2268252819776535,1281.7353515625,633.5928955078125,1359.0098876953125,704.1485595703125,1320.3726196289062,668.8707275390625
184,0.19693432748317719,1281.48095703125,633.2620849609375,1359.38720703125,705.03515625,1320.43408203125,669.1486206054688
185,nan,nan,nan,nan,nan,nan,nan
186,nan,nan,nan,nan,nan,nan,nan
187,nan,nan,nan,nan,nan,nan,nan
188,nan,nan,nan,nan,nan,nan,nan
189,nan,nan,nan,nan,nan,nan,nan
190,nan,nan,nan,nan,nan,nan,nan
191,nan,nan,nan,nan,nan,nan,nan
192,nan,nan,nan,nan,nan,nan,nan
193,nan,nan,nan,nan,nan,nan,nan
194,nan,nan,nan,nan,nan,nan,nan
195,nan,nan,nan,nan,nan,nan,nan
196,nan,nan,nan,nan,nan,nan,nan
197,nan,nan,nan,nan,nan,nan,nan
198,nan,nan,nan,nan,nan,nan,nan
199,nan,nan,nan,nan,nan,nan,nan
200,nan,nan,nan,nan,nan,nan,nan
201,nan,nan,nan,nan,nan,nan,nan
202,nan,nan,nan,nan,nan,nan,nan
203,nan,nan,nan,nan,nan,nan,nan
204,nan,nan,nan,nan,nan,nan,nan
205,nan,nan,nan,nan,nan,nan,nan
206,nan,nan,nan,nan,nan,nan,nan
207,nan,nan,nan,nan,nan,nan,nan
208,nan,nan,nan,nan,nan,nan,nan
209,nan,nan,nan,nan,nan,nan,nan
210,nan,nan,nan,nan,nan,nan,nan
211,nan,nan,nan,nan,nan,nan,nan
212,nan,nan,nan,nan,nan,nan,nan
213,nan,nan,nan,nan,nan,nan,nan
214,nan,nan,nan,nan,nan,nan,nan
215,nan,nan,nan,nan,nan,nan,nan
216,nan,nan,nan,nan,nan,nan,nan
217,nan,nan,nan,nan,nan,nan,nan
218,nan,nan,nan,nan,nan,nan,nan
219,nan,nan,nan,nan,nan,nan,nan
220,nan,nan,nan,nan,nan,nan,nan
221,nan,nan,nan,nan,nan,nan,nan
222,nan,nan,nan,nan,nan,nan,nan
223,nan,nan,nan,nan,nan,nan,nan
224,nan,nan,nan,nan,nan,nan,nan
225,nan,nan,nan,nan,nan,nan,nan
226,nan,nan,nan,nan,nan,nan,nan
227,nan,nan,nan,nan,nan,nan,nan
228,nan,nan,nan,nan,nan,nan,nan
229,nan,nan,nan,nan,nan,nan,nan
230,nan,nan,nan,nan,nan,nan,nan
231,nan,nan,nan,nan,nan,nan,nan
232,0.14320781826972961,1265.229248046875,564.3861694335938,1351.574951171875,628.5382690429688,1308.402099609375,596.4622192382812
233,0.2505088150501251,1242.08837890625,552.4561157226562,1324.898681640625,622.1590576171875,1283.4935302734375,587.3075866699219
234,0.3362855017185211,1206.782470703125,528.1619262695312,1292.629150390625,599.6721801757812,1249.705810546875,563.9170532226562
235,0.41099265217781067,1172.3345947265625,509.6591491699219,1266.1116943359375,598.7180786132812,1219.22314453125,554.1886138916016
236,0.7661041617393494,1136.21240234375,494.9651184082031,1220.9404296875,589.601318359375,1178.576416015625,542.2832183837891
237,0.7846360206604004,1118.303466796875,481.8197021484375,1227.4669189453125,588.5185546875,1172.8851928710938,535.1691284179688
238,0.21236136555671692,1116.5833740234375,465.5445556640625,1227.73828125,592.0515747070312,1172.1608276367188,528.7980651855469
239,0.8213845491409302,1113.4427490234375,457.9979248046875,1185.1212158203125,528.8222045898438,1149.281982421875,493.4100646972656
240,0.843204140663147,1098.148193359375,447.593994140625,1169.598388671875,518.7332153320312,1133.873291015625,483.1636047363281
241,0.8711862564086914,1067.5067138671875,418.60321044921875,1159.301513671875,500.638427734375,1113.4041137695312,459.6208190917969
242,0.9079613089561462,1040.52587890625,387.3177490234375,1117.699462890625,457.490966796875,1079.1126708984375,422.40435791015625
243,0.7930951714515686,1012.249755859375,353.8038330078125,1106.987060546875,426.44598388671875,1059.618408203125,390.1249084472656
244,0.8772528767585754,962.448486328125,338.22314453125,1052.0859375,417.2890319824219,1007.2672119140625,377.75608825683594
245,0.8475123047828674,917.26025390625,320.6810302734375,1015.3623046875,401.737060546875,966.311279296875,361.20904541015625
246,0.8621821999549866,867.5751342773438,307.4024963378906,956.61328125,381.57330322265625,912.0942077636719,344.48789978027344
247,0.7986865639686584,817.1934814453125,281.85174560546875,922.31689453125,387.717041015625,869.7551879882812,334.7843933105469
248,0.8553159832954407,763.1640625,270.50775146484375,858.6974487304688,351.26153564453125,810.9307556152344,310.8846435546875
249,0.8027325868606567,700.3831787109375,266.68310546875,804.9525146484375,343.9184875488281,752.6678466796875,305.30079650878906
250,0.13002316653728485,643.7460327148438,260.5626525878906,731.6597290039062,337.7728271484375,687.702880859375,299.16773986816406
251,0.7418122887611389,591.5816040039062,236.3235626220703,696.614990234375,328.59619140625,644.0982971191406,282.45987701416016
252,0.5099524259567261,546.194091796875,215.74227905273438,652.093017578125,304.7835388183594,599.1435546875,260.2629089355469
253,nan,nan,nan,nan,nan,nan,nan
254,nan,nan,nan,nan,nan,nan,nan
255,nan,nan,nan,nan,nan,nan,nan
256,0.5775716304779053,403.3172607421875,189.89602661132812,496.787109375,266.32061767578125,450.05218505859375,228.1083221435547
257,0.2909415066242218,388.7970886230469,183.5749969482422,483.4737854003906,266.399658203125,436.13543701171875,224.9873275756836
258,nan,nan,nan,nan,nan,nan,nan
259,nan,nan,nan,nan,nan,nan,nan
260,nan,nan,nan,nan,nan,nan,nan
261,nan,nan,nan,nan,nan,nan,nan
262,nan,nan,nan,nan,nan,nan,nan
263,nan,nan,nan,nan,nan,nan,nan
264,nan,nan,nan,nan,nan,nan,nan
265,nan,nan,nan,nan,nan,nan,nan
266,nan,nan,nan,nan,nan,nan,nan
267,nan,nan,nan,nan,nan,nan,nan
268,nan,nan,nan,nan,nan,nan,nan
269,nan,nan,nan,nan,nan,nan,nan
270,nan,nan,nan,nan,nan,nan,nan
271,nan,nan,nan,nan,nan,nan,nan
272,nan,nan,nan,nan,nan,nan,nan
273,nan,nan,nan,nan,nan,nan,nan
274,nan,nan,nan,nan,nan,nan,nan
275,nan,nan,nan,nan,nan,nan,nan
276,nan,nan,nan,nan,nan,nan,nan
277,nan,nan,nan,nan,nan,nan,nan
278,nan,nan,nan,nan,nan,nan,nan
279,nan,nan,nan,nan,nan,nan,nan
280,nan,nan,nan,nan,nan,nan,nan
281,nan,nan,nan,nan,nan,nan,nan
282,nan,nan,nan,nan,nan,nan,nan
283,nan,nan,nan,nan,nan,nan,nan
284,nan,nan,nan,nan,nan,nan,nan
285,0.2073424905538559,348.92529296875,157.73817443847656,426.35455322265625,232.74961853027344,387.6399230957031,195.243896484375
286,0.12004749476909637,347.827392578125,144.69407653808594,430.0904846191406,229.67367553710938,388.9589385986328,187.18387603759766
287,nan,nan,nan,nan,nan,nan,nan
288,0.14694517850875854,348.0369873046875,144.69027709960938,430.4193420410156,230.26736450195312,389.22816467285156,187.47882080078125
289,0.16127482056617737,347.9870910644531,144.3712615966797,429.9511413574219,230.12017822265625,388.9691162109375,187.24571990966797
290,0.2216818928718567,348.1662902832031,144.31192016601562,429.60772705078125,229.7420654296875,388.8870086669922,187.02699279785156
291,nan,nan,nan,nan,nan,nan,nan
292,0.12143309414386749,347.9776306152344,143.77618408203125,429.9166259765625,229.3015594482422,388.94712829589844,186.53887176513672
293,nan,nan,nan,nan,nan,nan,nan
294,nan,nan,nan,nan,nan,nan,nan
295,nan,nan,nan,nan,nan,nan,nan
296,nan,nan,nan,nan,nan,nan,nan
297,nan,nan,nan,nan,nan,nan,nan
298,nan,nan,nan,nan,nan,nan,nan
299,nan,nan,nan,nan,nan,nan,nan
300,nan,nan,nan,nan,nan,nan,nan
301,nan,nan,nan,nan,nan,nan,nan
302,nan,nan,nan,nan,nan,nan,nan
303,nan,nan,nan,nan,nan,nan,nan
304,nan,nan,nan,nan,nan,nan,nan
305,nan,nan,nan,nan,nan,nan,nan
306,nan,nan,nan,nan,nan,nan,nan
307,nan,nan,nan,nan,nan,nan,nan
308,nan,nan,nan,nan,nan,nan,nan
309,nan,nan,nan,nan,nan,nan,nan
310,nan,nan,nan,nan,nan,nan,nan
311,nan,nan,nan,nan,nan,nan,nan
312,nan,nan,nan,nan,nan,nan,nan
313,nan,nan,nan,nan,nan,nan,nan
314,nan,nan,nan,nan,nan,nan,nan
315,nan,nan,nan,nan,nan,nan,nan
316,nan,nan,nan,nan,nan,nan,nan
317,nan,nan,nan,nan,nan,nan,nan
318,nan,nan,nan,nan,nan,nan,nan
319,nan,nan,nan,nan,nan,nan,nan
320,nan,nan,nan,nan,nan,nan,nan
321,nan,nan,nan,nan,nan,nan,nan
322,nan,nan,nan,nan,nan,nan,nan
323,nan,nan,nan,nan,nan,nan,nan
324,nan,nan,nan,nan,nan,nan,nan
325,nan,nan,nan,nan,nan,nan,nan
326,nan,nan,nan,nan,nan,nan,nan
327,nan,nan,nan,nan,nan,nan,nan
328,nan,nan,nan,nan,nan,nan,nan
329,nan,nan,nan,nan,nan,nan,nan
330,nan,nan,nan,nan,nan,nan,nan
331,nan,nan,nan,nan,nan,nan,nan
332,nan,nan,nan,nan,nan,nan,nan
333,nan,nan,nan,nan,nan,nan,nan
334,nan,nan,nan,nan,nan,nan,nan
335,nan,nan,nan,nan,nan,nan,nan
336,nan,nan,nan,nan,nan,nan,nan
337,nan,nan,nan,nan,nan,nan,nan
338,nan,nan,nan,nan,nan,nan,nan
339,nan,nan,nan,nan,nan,nan,nan
340,nan,nan,nan,nan,nan,nan,nan
341,nan,nan,nan,nan,nan,nan,nan
342,nan,nan,nan,nan,nan,nan,nan
343,nan,nan,nan,nan,nan,nan,nan
344,nan,nan,nan,nan,nan,nan,nan
345,nan,nan,nan,nan,nan,nan,nan
346,nan,nan,nan,nan,nan,nan,nan
347,nan,nan,nan,nan,nan,nan,nan
348,nan,nan,nan,nan,nan,nan,nan
349,nan,nan,nan,nan,nan,nan,nan
350,nan,nan,nan,nan,nan,nan,nan
351,nan,nan,nan,nan,nan,nan,nan
352,nan,nan,nan,nan,nan,nan,nan
353,nan,nan,nan,nan,nan,nan,nan
354,nan,nan,nan,nan,nan,nan,nan
355,nan,nan,nan,nan,nan,nan,nan
356,nan,nan,nan,nan,nan,nan,nan
357,nan,nan,nan,nan,nan,nan,nan
358,nan,nan,nan,nan,nan,nan,nan
359,nan,nan,nan,nan,nan,nan,nan
360,nan,nan,nan,nan,nan,nan,nan
361,nan,nan,nan,nan,nan,nan,nan
362,nan,nan,nan,nan,nan,nan,nan
363,nan,nan,nan,nan,nan,nan,nan
364,nan,nan,nan,nan,nan,nan,nan
365,nan,nan,nan,nan,nan,nan,nan
366,nan,nan,nan,nan,nan,nan,nan
367,nan,nan,nan,nan,nan,nan,nan
368,nan,nan,nan,nan,nan,nan,nan
369,nan,nan,nan,nan,nan,nan,nan
370,nan,nan,nan,nan,nan,nan,nan
371,nan,nan,nan,nan,nan,nan,nan
372,nan,nan,nan,nan,nan,nan,nan
373,nan,nan,nan,nan,nan,nan,nan
374,nan,nan,nan,nan,nan,nan,nan
375,nan,nan,nan,nan,nan,nan,nan
376,nan,nan,nan,nan,nan,nan,nan
377,nan,nan,nan,nan,nan,nan,nan
378,nan,nan,nan,nan,nan,nan,nan
379,nan,nan,nan,nan,nan,nan,nan
380,nan,nan,nan,nan,nan,nan,nan
381,nan,nan,nan,nan,nan,nan,nan
382,nan,nan,nan,nan,nan,nan,nan
383,nan,nan,nan,nan,nan,nan,nan
384,nan,nan,nan,nan,nan,nan,nan
385,nan,nan,nan,nan,nan,nan,nan
386,nan,nan,nan,nan,nan,nan,nan
387,nan,nan,nan,nan,nan,nan,nan
388,nan,nan,nan,nan,nan,nan,nan
389,nan,nan,nan,nan,nan,nan,nan
390,nan,nan,nan,nan,nan,nan,nan
391,nan,nan,nan,nan,nan,nan,nan
392,nan,nan,nan,nan,nan,nan,nan
393,nan,nan,nan,nan,nan,nan,nan
394,nan,nan,nan,nan,nan,nan,nan
395,nan,nan,nan,nan,nan,nan,nan
396,nan,nan,nan,nan,nan,nan,nan
397,nan,nan,nan,nan,nan,nan,nan
398,nan,nan,nan,nan,nan,nan,nan
399,nan,nan,nan,nan,nan,nan,nan
400,nan,nan,nan,nan,nan,nan,nan
401,nan,nan,nan,nan,nan,nan,nan
402,nan,nan,nan,nan,nan,nan,nan
403,nan,nan,nan,nan,nan,nan,nan
404,nan,nan,nan,nan,nan,nan,nan
405,nan,nan,nan,nan,nan,nan,nan
406,nan,nan,nan,nan,nan,nan,nan
407,nan,nan,nan,nan,nan,nan,nan
408,nan,nan,nan,nan,nan,nan,nan
409,nan,nan,nan,nan,nan,nan,nan
410,nan,nan,nan,nan,nan,nan,nan
411,nan,nan,nan,nan,nan,nan,nan
412,nan,nan,nan,nan,nan,nan,nan
413,nan,nan,nan,nan,nan,nan,nan
414,nan,nan,nan,nan,nan,nan,nan
415,nan,nan,nan,nan,nan,nan,nan
416,0.10181214660406113,336.6702575683594,156.02041625976562,424.4173278808594,236.94488525390625,380.5437927246094,196.48265075683594
417,nan,nan,nan,nan,nan,nan,nan
418,nan,nan,nan,nan,nan,nan,nan
419,0.1069546490907669,414.8075866699219,169.0655975341797,467.5611877441406,203.36856079101562,441.18438720703125,186.21707916259766
420,0.14739379286766052,415.40826416015625,169.39109802246094,467.26409912109375,203.36965942382812,441.336181640625,186.38037872314453
421,0.4116780161857605,331.63592529296875,159.06884765625,423.70062255859375,242.1071319580078,377.66827392578125,200.5879898071289
